Type,CPI,CPI_YonY,CPI_MonM
21-Mar,212.40407,9.04888,0.36186
21-Apr,214.59794,11.10427,1.03288
21-May,214.81756,10.86658,0.10234
21-Jun,214.20105,9.65168,-0.28699
21-Jul,217.05815,8.40387,1.33384
21-Aug,218.31456,8.35352,0.57884
21-Sep,222.95185,8.98103,2.12413
21-Oct,227.19469,9.19682,1.90303
21-Nov,233.95867,11.53362,2.97717
21-Dec,233.92016,12.28179,-0.01646
22-Jan,234.8402,12.96376,0.39331
22-Feb,237.54485,12.241,1.1517
22-Mar,239.4308,12.72421,0.79393
22-Apr,243.29376,13.3719,1.61339
22-May,244.37513,13.75938,
22-Jun,259.87922,21.3249,6.34438
